Segmentation,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,KMCluster,HCCluster
B,461454,Female,Yes,35,Yes,Artist,7.0,High,4.0,Cat_7,3,3
C,459284,Female,Yes,70,Yes,Lawyer,1.0,High,2.0,Cat_6,3,3
D,461116,Male,Yes,30,No,Executive,4.0,High,4.0,Cat_3,1,6
A,459235,Male,Yes,55,No,Entertainment,1.0,Low,,Cat_4,1,6
B,461377,Female,Yes,57,Yes,Artist,,Low,1.0,Cat_6,3,3
D,467840,Female,,22,No,Healthcare,0.0,Low,6.0,Cat_2,6,5
B,462362,Male,Yes,63,Yes,Entertainment,0.0,Average,4.0,Cat_6,4,1
B,462217,Female,No,42,Yes,Executive,,Low,1.0,Cat_4,2,7
B,464325,Male,Yes,27,Yes,Healthcare,4.0,High,3.0,Cat_6,4,1
A,460063,Female,No,43,Yes,Artist,1.0,Low,1.0,Cat_3,2,7
B,460727,Male,Yes,69,No,Executive,0.0,High,4.0,Cat_3,1,6
B,467612,Male,Yes,67,Yes,Executive,1.0,Low,,Cat_7,4,1
A,463317,Male,Yes,72,Yes,Marketing,0.0,Low,1.0,Cat_6,4,1
A,466036,Female,Yes,89,Yes,Lawyer,1.0,Low,,Cat_6,3,3
D,459320,Male,Yes,26,Yes,Executive,0.0,Low,3.0,Cat_6,4,1
B,464457,Female,No,53,Yes,Artist,9.0,Low,1.0,Cat_6,2,7
B,463702,Male,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_6,4,1
A,463890,Female,No,28,No,Artist,1.0,Low,5.0,Cat_1,6,5
C,467420,Male,Yes,52,Yes,Executive,1.0,High,4.0,Cat_6,4,1
B,466871,Male,Yes,43,Yes,Executive,,High,4.0,Cat_6,4,1
A,466878,Male,Yes,38,No,Artist,8.0,High,5.0,Cat_6,1,6
A,462660,Female,Yes,27,No,Homemaker,9.0,Average,2.0,Cat_6,8,2
D,466691,Male,No,18,No,Healthcare,5.0,Low,4.0,Cat_2,5,4
B,463182,Male,Yes,59,Yes,Entertainment,1.0,Low,3.0,Cat_6,4,1
D,463321,Male,No,22,No,Healthcare,1.0,Low,3.0,Cat_1,5,4
D,462532,Male,No,32,Yes,Doctor,0.0,Low,4.0,Cat_2,7,8
B,464588,Female,Yes,35,Yes,Artist,0.0,Low,2.0,Cat_6,3,3
C,467436,Male,Yes,51,Yes,Artist,5.0,Average,4.0,Cat_6,4,1
D,465260,Female,No,22,No,Healthcare,8.0,Low,6.0,Cat_6,6,5
B,467566,Male,Yes,49,No,Executive,,High,3.0,Cat_6,1,6
B,464284,Female,Yes,42,Yes,Artist,,Low,,Cat_4,3,3
D,462895,Male,No,32,No,Entertainment,1.0,Low,3.0,Cat_7,5,4
D,459460,Male,No,55,No,Lawyer,,Low,1.0,Cat_1,5,4
A,461985,Male,No,31,Yes,Entertainment,,Low,,Cat_5,7,8
C,463168,Female,Yes,36,Yes,Doctor,7.0,Average,2.0,Cat_6,3,3
B,466853,Male,No,32,Yes,Healthcare,1.0,Low,3.0,Cat_6,7,8
D,464840,Male,No,18,No,Healthcare,0.0,Low,4.0,Cat_4,5,4
B,460135,Female,No,31,Yes,Healthcare,4.0,Low,3.0,Cat_6,2,7
D,464814,Male,Yes,53,Yes,Artist,0.0,High,7.0,Cat_4,4,1
A,464856,Female,No,42,Yes,Engineer,8.0,Low,3.0,Cat_4,2,7
A,462940,Male,No,75,No,Lawyer,,Low,2.0,Cat_6,5,4
D,463083,Male,No,30,Yes,Artist,7.0,Low,3.0,Cat_6,7,8
D,461283,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_6,5,4
D,459487,Male,Yes,67,No,Lawyer,,Low,,Cat_6,1,6
C,466181,Male,Yes,46,Yes,Entertainment,1.0,Low,2.0,Cat_3,4,1
B,462465,Male,Yes,51,Yes,Engineer,1.0,Low,2.0,Cat_6,4,1
D,464780,Female,No,32,No,Engineer,1.0,Low,9.0,Cat_4,6,5
B,466741,Female,,53,No,Artist,9.0,Low,2.0,Cat_6,8,5
B,465385,Female,No,46,Yes,Artist,5.0,Low,1.0,Cat_2,2,7
A,464270,Female,No,45,Yes,Artist,3.0,Low,1.0,Cat_6,2,7
B,467807,Male,Yes,50,Yes,Executive,1.0,Average,3.0,Cat_6,4,1
A,466118,Female,Yes,36,No,Engineer,1.0,Low,3.0,Cat_4,8,2
B,460068,Female,No,40,Yes,Artist,8.0,Low,1.0,Cat_6,2,7
D,467444,Female,Yes,40,Yes,Artist,,Low,2.0,Cat_6,3,3
B,460937,Male,Yes,43,No,Artist,1.0,High,9.0,Cat_4,1,6
D,459550,Male,No,19,No,Healthcare,8.0,Low,5.0,Cat_4,5,4
A,461539,Male,Yes,42,No,Entertainment,6.0,Average,2.0,Cat_2,1,6
D,464228,Male,No,29,Yes,Healthcare,1.0,Low,1.0,Cat_2,7,8
C,461593,Female,Yes,37,Yes,Doctor,9.0,Average,2.0,Cat_6,3,3
A,461949,Female,No,38,No,Artist,14.0,Low,1.0,Cat_6,6,5
A,466171,Female,Yes,79,Yes,Lawyer,0.0,Low,1.0,Cat_3,3,3
D,462682,Male,No,25,No,Entertainment,2.0,Low,7.0,Cat_6,5,4
D,463384,Female,No,29,No,Marketing,1.0,Low,5.0,Cat_3,6,5
A,460584,Female,No,33,Yes,Homemaker,1.0,Low,1.0,Cat_3,2,7
D,467502,Female,No,26,No,Healthcare,,Low,6.0,Cat_7,6,5
D,459433,Male,No,26,No,Doctor,1.0,Low,4.0,Cat_6,5,4
C,467452,Female,Yes,38,Yes,Artist,9.0,Average,2.0,Cat_6,3,3
C,462501,Male,Yes,63,Yes,Artist,1.0,Average,,Cat_6,4,1
C,462121,Female,No,60,Yes,Artist,1.0,Low,3.0,Cat_6,2,7
A,464890,Female,No,33,No,Engineer,0.0,Low,7.0,Cat_4,6,5
A,461172,Female,Yes,71,Yes,Lawyer,1.0,Low,1.0,Cat_3,3,3
A,460855,Male,Yes,45,Yes,Artist,,Low,2.0,Cat_6,4,1
B,461268,Female,Yes,60,Yes,Artist,0.0,Average,2.0,Cat_4,3,3
A,465731,Female,Yes,31,Yes,Artist,0.0,Average,2.0,Cat_4,3,3
D,462861,Female,No,26,Yes,Healthcare,8.0,Low,1.0,Cat_6,2,7
B,458989,Female,Yes,42,Yes,Engineer,1.0,Low,1.0,Cat_6,3,3
A,463527,Female,No,35,No,Artist,13.0,Low,1.0,Cat_6,6,5
D,463293,Female,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,6,5
D,465166,Male,No,25,Yes,Healthcare,4.0,Low,5.0,Cat_4,7,8
D,460194,Female,No,23,No,Entertainment,0.0,Low,2.0,Cat_2,6,5
C,462711,Male,Yes,53,Yes,Artist,0.0,Average,5.0,Cat_6,4,1
D,466932,Female,No,49,Yes,Doctor,,Low,2.0,Cat_6,2,7
B,467769,Female,No,35,Yes,Doctor,1.0,Low,1.0,Cat_3,2,7
C,461898,Male,Yes,60,Yes,Executive,5.0,High,3.0,Cat_6,4,1
A,460840,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,Cat_6,4,1
C,466137,Female,,31,No,Healthcare,0.0,Low,4.0,Cat_6,8,5
D,466607,Male,No,18,No,Marketing,2.0,Low,2.0,Cat_3,5,4
A,462939,Male,Yes,38,Yes,Doctor,0.0,High,4.0,Cat_7,4,1
A,465698,Male,No,39,Yes,Artist,8.0,Low,2.0,Cat_3,7,8
D,461240,Female,No,45,No,Marketing,1.0,Low,1.0,Cat_6,6,5
D,461357,Male,No,28,Yes,Healthcare,0.0,Low,4.0,Cat_6,7,8
B,459512,Male,Yes,65,Yes,Lawyer,0.0,High,2.0,Cat_6,4,1
C,467775,Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_7,2,7
B,462871,Male,Yes,48,No,Entertainment,1.0,Average,3.0,Cat_6,1,6
C,464454,Female,Yes,52,Yes,Engineer,7.0,High,4.0,Cat_6,3,3
D,459879,Female,No,26,Yes,Healthcare,,Low,1.0,Cat_6,2,7
A,466802,Female,,43,Yes,Engineer,1.0,Low,1.0,Cat_6,2,7
C,459074,Female,No,30,Yes,Healthcare,0.0,Low,4.0,Cat_4,2,7
A,462539,Female,Yes,77,No,Lawyer,1.0,Low,1.0,Cat_6,8,2
A,460133,Female,No,37,No,Artist,4.0,Low,1.0,Cat_6,6,5
A,461780,Female,No,65,Yes,Lawyer,0.0,Low,5.0,Cat_6,2,7
C,466945,Male,Yes,61,Yes,Artist,0.0,Average,2.0,Cat_6,4,1
C,463922,Female,No,32,No,Healthcare,2.0,Low,5.0,Cat_1,6,5
C,466328,Male,Yes,49,Yes,Artist,0.0,Low,3.0,Cat_3,4,1
D,466195,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_6,5,4
C,462300,Male,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,4,1
D,460412,Female,No,31,No,Healthcare,0.0,Low,5.0,Cat_2,6,5
C,467823,Male,Yes,45,Yes,Doctor,6.0,Average,2.0,Cat_6,4,1
C,467726,Male,Yes,82,Yes,Lawyer,0.0,High,2.0,Cat_6,4,1
D,463061,Male,No,33,No,,5.0,Low,3.0,Cat_5,5,4
D,460134,Male,Yes,39,Yes,Entertainment,9.0,High,3.0,Cat_6,4,1
D,463237,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_6,5,4
C,466770,Female,Yes,85,Yes,Lawyer,0.0,Low,5.0,Cat_6,3,3
A,464198,Male,Yes,49,Yes,Entertainment,1.0,Low,2.0,Cat_6,4,1
C,459344,Female,Yes,76,Yes,Artist,1.0,High,2.0,Cat_6,3,3
B,464152,Male,Yes,37,Yes,Artist,0.0,High,4.0,Cat_6,4,1
C,464104,Male,Yes,62,No,Artist,0.0,Average,3.0,Cat_6,1,6
D,461034,Female,No,23,No,Marketing,2.0,Low,6.0,Cat_3,6,5
D,460755,Male,No,33,Yes,Artist,0.0,Low,1.0,Cat_6,7,8
A,465019,Male,Yes,53,Yes,Artist,0.0,Low,3.0,Cat_6,4,1
C,462902,Male,Yes,46,No,Executive,,Average,3.0,Cat_1,1,6
A,460060,Male,Yes,28,No,Engineer,6.0,Average,2.0,Cat_4,1,6
A,465739,Female,No,87,No,Lawyer,1.0,Low,2.0,Cat_6,6,5
A,461695,Female,Yes,45,Yes,Artist,3.0,Average,2.0,Cat_6,3,3
D,466297,Female,No,21,No,Healthcare,1.0,Low,4.0,Cat_4,6,5
A,465544,Female,No,51,Yes,Artist,0.0,Low,1.0,Cat_3,2,7
C,466207,Female,Yes,37,Yes,Doctor,9.0,Average,4.0,Cat_2,3,3
B,464431,Male,,67,Yes,Executive,0.0,High,3.0,Cat_6,4,1
C,462397,Male,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_6,4,1
D,460014,Female,No,66,No,Entertainment,2.0,Low,3.0,Cat_6,6,5
D,460202,Male,Yes,42,Yes,Entertainment,1.0,Low,2.0,Cat_6,4,1
B,459834,Male,Yes,45,No,Doctor,1.0,Average,3.0,Cat_6,1,6
D,464011,Male,No,32,Yes,Healthcare,,Low,4.0,Cat_6,7,8
B,460048,Male,No,47,Yes,Doctor,1.0,Low,1.0,Cat_6,7,8
A,464546,Female,Yes,38,Yes,Engineer,8.0,Low,3.0,Cat_6,3,3
B,459687,Male,Yes,50,No,Executive,,High,4.0,Cat_6,1,6
A,467737,Female,Yes,51,Yes,Entertainment,7.0,Average,2.0,Cat_6,3,3
B,463936,Male,Yes,32,No,Entertainment,1.0,Average,2.0,Cat_6,1,6
B,460422,Male,Yes,53,Yes,Entertainment,1.0,High,,Cat_6,4,1
C,467784,Female,Yes,45,Yes,Artist,9.0,Low,1.0,Cat_7,3,3
C,467067,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_6,6,5
D,466779,Male,No,22,No,,2.0,Low,2.0,Cat_3,5,4
C,465661,Male,No,59,Yes,Entertainment,1.0,Low,1.0,Cat_6,7,8
D,459616,Female,No,21,No,Healthcare,,Low,4.0,Cat_1,6,5
A,463745,Male,Yes,62,Yes,Artist,1.0,Average,3.0,Cat_3,4,1
C,466706,Male,Yes,67,Yes,Lawyer,0.0,Low,2.0,Cat_6,4,1
C,467816,Female,No,73,Yes,Artist,0.0,Low,1.0,Cat_6,2,7
D,466418,Male,Yes,85,No,Lawyer,0.0,Low,1.0,Cat_4,1,6
B,467882,Female,No,40,Yes,Artist,0.0,Low,1.0,Cat_6,2,7
A,463914,Female,Yes,27,No,Artist,,Low,2.0,Cat_6,8,2
A,465498,Male,Yes,41,Yes,Engineer,9.0,Average,2.0,Cat_2,4,1
D,461070,Male,Yes,46,Yes,Doctor,0.0,Low,3.0,Cat_3,4,1
A,461171,Male,Yes,41,Yes,Artist,,Average,3.0,Cat_3,4,1
B,467403,Female,Yes,38,Yes,Artist,7.0,Average,3.0,Cat_4,3,3
C,464382,Female,Yes,55,Yes,Artist,1.0,Average,4.0,Cat_6,3,3
B,465449,Female,No,43,Yes,Artist,9.0,Low,2.0,Cat_6,2,7
C,465190,Female,Yes,48,Yes,Artist,1.0,High,4.0,Cat_6,3,3
B,467310,Female,Yes,88,Yes,Lawyer,0.0,High,3.0,Cat_6,3,3
A,463131,Male,Yes,66,No,Entertainment,1.0,High,2.0,Cat_6,1,6
B,467301,Female,Yes,73,No,Lawyer,1.0,Low,2.0,Cat_6,8,2
C,466202,Male,Yes,49,Yes,Artist,9.0,Average,2.0,Cat_6,4,1
C,459945,Male,Yes,48,Yes,Artist,0.0,Low,2.0,Cat_6,4,1
C,465187,Female,Yes,39,No,Doctor,0.0,Average,4.0,Cat_4,8,2
B,460253,Male,Yes,52,Yes,Artist,4.0,Average,2.0,Cat_6,4,1
A,463216,Male,No,30,Yes,Artist,8.0,Low,1.0,Cat_6,7,8
C,465615,Male,Yes,61,Yes,Artist,3.0,Average,2.0,Cat_6,4,1
A,462055,Male,No,33,Yes,Healthcare,0.0,Low,7.0,Cat_4,7,8
C,465234,Male,Yes,68,Yes,Artist,0.0,Low,1.0,Cat_6,4,1
B,460720,Female,Yes,48,Yes,Artist,1.0,Average,2.0,Cat_6,3,3
B,467582,Male,Yes,39,Yes,Executive,0.0,High,3.0,Cat_2,4,1
A,466046,Female,Yes,36,No,Entertainment,1.0,Average,2.0,Cat_4,8,2
C,467622,Male,Yes,76,Yes,Lawyer,1.0,High,2.0,Cat_6,4,1
A,462664,Male,Yes,69,No,Artist,2.0,Low,2.0,Cat_6,1,6
B,461731,Male,Yes,79,No,Entertainment,0.0,Low,1.0,Cat_6,1,6
A,459061,Female,Yes,39,Yes,Healthcare,9.0,High,3.0,Cat_6,3,3
D,462630,Male,No,32,No,Doctor,,Low,6.0,Cat_4,5,4
B,462311,Male,Yes,56,Yes,Executive,,High,9.0,Cat_6,4,1
B,461396,Male,No,23,No,Doctor,0.0,Low,5.0,Cat_6,5,4
D,464900,Male,Yes,71,No,Lawyer,1.0,Low,2.0,Cat_4,1,6
A,463445,Male,Yes,48,Yes,Artist,0.0,Average,3.0,Cat_6,4,1
B,463824,Female,Yes,37,No,Artist,1.0,Low,3.0,Cat_6,8,2
C,459451,Female,Yes,46,Yes,Artist,0.0,Low,2.0,Cat_6,3,3
A,459070,Female,Yes,66,No,Lawyer,,Low,1.0,Cat_6,8,2
C,463674,Female,No,25,Yes,Engineer,0.0,Low,7.0,Cat_4,2,7
D,460119,Male,No,26,Yes,Healthcare,0.0,Low,4.0,Cat_6,7,8
D,465227,Male,No,23,No,Healthcare,6.0,Low,3.0,Cat_6,5,4
B,462612,Female,Yes,32,No,Doctor,,High,6.0,Cat_4,8,2
B,467610,Female,Yes,84,Yes,Lawyer,2.0,Low,1.0,Cat_6,3,3
A,465159,Male,Yes,57,No,Entertainment,0.0,Low,1.0,Cat_6,1,6
A,465956,Male,Yes,39,Yes,Entertainment,4.0,Average,4.0,Cat_6,4,1
A,462422,Male,Yes,71,Yes,Lawyer,1.0,Low,2.0,Cat_6,4,1
C,466266,Male,Yes,48,Yes,Artist,1.0,Low,3.0,Cat_3,4,1
B,464573,Female,Yes,39,Yes,Artist,7.0,Average,3.0,Cat_6,3,3
B,463306,Female,Yes,60,Yes,Engineer,1.0,High,4.0,Cat_3,3,3
D,462065,Female,No,43,Yes,Homemaker,14.0,Low,1.0,Cat_6,2,7
B,463456,Male,Yes,46,No,Entertainment,1.0,High,3.0,Cat_6,1,6
C,461914,Female,Yes,55,Yes,Artist,6.0,Low,,Cat_6,3,3
A,459779,Female,Yes,62,Yes,Entertainment,1.0,Low,1.0,Cat_6,3,3
A,466663,Male,No,57,Yes,Doctor,0.0,Low,1.0,Cat_3,7,8
D,464504,Male,No,29,Yes,Healthcare,0.0,Low,4.0,Cat_6,7,8
A,465883,Male,Yes,33,No,Artist,,Low,4.0,Cat_6,1,6
B,465262,Male,Yes,60,Yes,Entertainment,7.0,Average,4.0,Cat_2,4,1
C,466205,Female,Yes,58,Yes,Artist,6.0,Low,1.0,Cat_6,3,3
B,464128,Male,Yes,52,No,Entertainment,0.0,Average,4.0,Cat_5,1,6
B,460482,Female,Yes,30,No,Homemaker,9.0,Low,3.0,Cat_3,8,2
B,466055,Male,Yes,52,Yes,Entertainment,1.0,Average,3.0,Cat_4,4,1
A,465511,Male,Yes,31,Yes,Artist,0.0,Average,2.0,Cat_6,4,1
A,460106,Female,Yes,67,Yes,Entertainment,1.0,Low,,Cat_6,3,3
B,467527,Male,Yes,62,Yes,Artist,2.0,Average,4.0,Cat_6,4,1
D,460927,Male,Yes,38,Yes,Healthcare,1.0,High,4.0,Cat_3,4,1
B,464172,Male,Yes,60,Yes,Artist,3.0,High,3.0,Cat_6,4,1
C,461442,Male,Yes,47,Yes,Artist,1.0,Average,6.0,Cat_2,4,1
B,459851,Male,No,53,Yes,Artist,3.0,Low,1.0,Cat_6,7,8
B,466179,Male,Yes,71,No,Lawyer,0.0,Low,1.0,Cat_6,1,6
C,459019,Male,Yes,45,No,Executive,10.0,High,3.0,Cat_6,1,6
B,463945,Female,No,37,No,Homemaker,,Low,2.0,Cat_1,6,5
B,463274,Male,Yes,58,Yes,Artist,7.0,Low,1.0,Cat_3,4,1
C,459606,Male,Yes,38,Yes,Artist,1.0,Average,3.0,Cat_6,4,1
C,462807,Female,No,28,Yes,Homemaker,,Low,1.0,Cat_6,2,7
C,467654,Female,Yes,56,Yes,Artist,,High,4.0,Cat_6,3,3
C,467418,Male,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_6,4,1
A,467712,Male,Yes,50,Yes,,1.0,Average,4.0,Cat_7,4,1
B,465299,Male,Yes,56,Yes,Executive,,High,2.0,Cat_6,4,1
B,461616,Male,No,28,Yes,Artist,,Low,1.0,Cat_6,7,8
B,461547,Male,No,70,No,Entertainment,0.0,Low,1.0,Cat_6,5,4
A,460811,Female,Yes,52,No,Engineer,1.0,High,2.0,Cat_6,8,2
A,463891,Male,Yes,75,Yes,Lawyer,1.0,Low,1.0,Cat_6,4,1
C,467534,Male,Yes,48,No,Entertainment,5.0,Average,2.0,Cat_2,1,6
C,462748,Male,Yes,51,Yes,Artist,1.0,Low,3.0,Cat_6,4,1
A,459380,Male,Yes,62,Yes,Artist,1.0,Low,1.0,Cat_6,4,1
A,466783,Female,No,43,Yes,Healthcare,0.0,Low,6.0,Cat_3,2,7
D,462832,Female,No,22,No,Doctor,,Low,4.0,Cat_6,6,5
D,461134,Male,Yes,32,Yes,Doctor,0.0,Low,3.0,Cat_6,4,1
C,465741,Female,Yes,43,Yes,Healthcare,9.0,Low,2.0,Cat_6,3,3
A,464785,Male,Yes,35,No,Doctor,5.0,Low,4.0,Cat_4,1,6
D,464902,Female,Yes,68,No,Lawyer,0.0,Low,1.0,Cat_4,8,2
B,460629,Female,Yes,36,Yes,Entertainment,,Average,3.0,Cat_3,3,3
C,464271,Female,Yes,36,Yes,Artist,0.0,Average,3.0,Cat_2,3,3
A,467408,Male,Yes,47,Yes,Artist,0.0,Average,4.0,Cat_6,4,1
C,461822,Male,Yes,37,Yes,Artist,9.0,High,2.0,Cat_6,4,1
D,459378,Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,5,4
B,463818,Female,Yes,40,Yes,Artist,2.0,Low,1.0,Cat_6,3,3
C,460644,Female,Yes,40,Yes,Homemaker,2.0,Average,2.0,Cat_3,3,3
A,466743,Male,No,26,No,Entertainment,1.0,Low,2.0,Cat_6,5,4
C,464212,Female,Yes,56,Yes,Marketing,0.0,Average,2.0,Cat_6,3,3
A,463709,Male,Yes,35,Yes,Artist,1.0,High,2.0,Cat_6,4,1
C,466145,Male,Yes,56,No,Entertainment,1.0,Average,3.0,Cat_6,1,6
D,465679,Male,Yes,47,Yes,Healthcare,1.0,Low,2.0,Cat_4,4,1
A,464436,Male,Yes,88,Yes,Lawyer,0.0,High,2.0,Cat_4,4,1
C,459094,Female,No,31,No,Healthcare,1.0,Low,5.0,Cat_6,6,5
C,466183,Male,Yes,50,Yes,Entertainment,0.0,Average,2.0,Cat_3,4,1
A,461102,Male,Yes,43,No,Entertainment,0.0,Average,3.0,Cat_3,1,6
D,463012,Male,Yes,47,No,Engineer,,Low,1.0,Cat_6,1,6
D,462211,Male,No,18,No,Healthcare,1.0,Low,3.0,Cat_4,5,4
B,459639,Female,Yes,56,Yes,Artist,,Low,1.0,Cat_6,3,3
A,465687,Male,Yes,88,Yes,Lawyer,1.0,Low,1.0,Cat_6,4,1
C,465742,Female,Yes,45,Yes,Artist,3.0,Low,3.0,Cat_6,3,3
A,466324,Female,No,28,No,Engineer,0.0,Low,1.0,Cat_4,6,5
C,461827,Male,Yes,57,Yes,Artist,0.0,Low,1.0,Cat_6,4,1
C,459403,Male,Yes,46,Yes,Artist,,Average,4.0,Cat_7,4,1
C,459442,Male,Yes,85,Yes,Executive,0.0,High,2.0,Cat_6,4,1
A,460424,Female,No,35,No,Entertainment,0.0,Low,1.0,Cat_6,6,5
A,461170,Female,No,40,No,Engineer,0.0,Low,3.0,Cat_3,6,5
D,465931,Male,Yes,38,Yes,Artist,6.0,Low,1.0,Cat_7,4,1
D,466800,Female,No,18,No,Healthcare,6.0,Low,3.0,Cat_6,6,5
D,462869,Male,No,31,Yes,Doctor,8.0,Low,1.0,Cat_6,7,8
C,462678,Female,Yes,48,Yes,Artist,4.0,Average,3.0,Cat_6,3,3
A,466391,Female,Yes,58,Yes,Engineer,0.0,Average,,Cat_6,3,3
A,464701,Male,No,31,No,Doctor,0.0,Low,2.0,Cat_4,5,4
C,467125,Male,Yes,46,No,Entertainment,1.0,Average,4.0,Cat_3,1,6
D,461190,Female,No,31,No,Engineer,0.0,Low,2.0,Cat_6,6,5
D,461691,Male,No,31,Yes,Healthcare,3.0,Low,4.0,Cat_1,7,8
D,461208,Female,No,32,Yes,Homemaker,5.0,Low,1.0,Cat_6,2,7
B,460052,Female,No,81,Yes,Lawyer,1.0,Low,1.0,Cat_3,2,7
C,464999,Male,Yes,66,Yes,Lawyer,1.0,High,2.0,Cat_6,4,1
B,462191,Female,No,22,No,Doctor,3.0,Low,2.0,Cat_4,6,5
A,467045,Male,Yes,51,Yes,Entertainment,0.0,Low,2.0,Cat_6,4,1
D,459104,Male,No,22,No,Healthcare,0.0,Low,,Cat_6,5,4
D,462558,Female,No,33,Yes,Engineer,0.0,Low,6.0,Cat_6,2,7
D,460342,Female,No,29,Yes,Engineer,10.0,Low,1.0,Cat_6,2,7
C,466647,Female,Yes,41,Yes,Artist,7.0,High,2.0,Cat_6,3,3
D,459038,Female,No,18,No,Healthcare,1.0,Low,4.0,Cat_6,6,5
A,460074,Female,No,48,Yes,Lawyer,4.0,Low,1.0,Cat_6,2,7
B,465016,Male,Yes,78,No,Executive,0.0,High,2.0,Cat_6,1,6
D,459842,Male,No,25,Yes,Healthcare,,Low,3.0,Cat_6,7,8
B,466230,Male,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,4,1
A,467096,Male,Yes,53,Yes,Entertainment,4.0,Low,2.0,Cat_2,4,1
B,466012,Male,Yes,56,,Artist,2.0,Average,3.0,Cat_4,1,6
D,467059,Male,Yes,47,Yes,Artist,2.0,Low,1.0,Cat_6,4,1
D,463023,Female,Yes,40,No,Homemaker,6.0,Low,1.0,Cat_6,8,2
D,464557,Male,No,27,No,Artist,8.0,Low,4.0,Cat_6,5,4
D,467052,Male,No,18,No,Healthcare,2.0,Low,,Cat_2,5,4
A,464461,Male,Yes,41,Yes,,1.0,Average,4.0,Cat_6,4,1
A,464733,Female,Yes,31,No,Engineer,1.0,High,4.0,Cat_4,8,2
B,465433,Female,No,40,Yes,Artist,,Low,1.0,Cat_2,2,7
B,459799,Male,Yes,47,Yes,Artist,1.0,Low,2.0,Cat_6,4,1
A,466808,Female,No,43,No,Engineer,0.0,Low,1.0,Cat_6,6,5
B,459321,Male,Yes,81,Yes,Entertainment,1.0,Low,1.0,Cat_6,4,1
C,464035,Male,Yes,62,Yes,Executive,1.0,High,4.0,Cat_6,4,1
C,466975,Male,Yes,51,Yes,Artist,0.0,Average,2.0,Cat_6,4,1
D,467524,Male,No,20,No,Healthcare,,Low,5.0,Cat_6,5,4
B,460270,Male,No,42,Yes,Doctor,9.0,Low,1.0,Cat_6,7,8
A,465529,Female,No,33,No,Doctor,0.0,Low,4.0,Cat_6,6,5
C,464246,Female,Yes,59,Yes,Artist,0.0,Average,2.0,Cat_6,3,3
D,465639,Male,Yes,36,Yes,Healthcare,8.0,High,2.0,Cat_6,4,1
C,464346,Male,Yes,55,Yes,Executive,2.0,High,3.0,Cat_6,4,1
D,460953,Male,Yes,59,No,Entertainment,1.0,Low,2.0,Cat_6,1,6
A,464556,Female,No,39,Yes,Artist,1.0,Low,3.0,Cat_6,2,7
C,467762,Female,No,39,Yes,Engineer,0.0,Low,4.0,Cat_6,2,7
B,467285,Male,Yes,53,No,Executive,,High,4.0,Cat_6,1,6
A,467128,Female,No,32,No,Homemaker,1.0,Low,1.0,Cat_6,6,5
C,459503,Male,Yes,35,Yes,Healthcare,5.0,High,4.0,Cat_6,4,1
B,466402,Male,Yes,40,Yes,Artist,0.0,Average,4.0,Cat_6,4,1
A,466834,Male,Yes,60,Yes,Entertainment,1.0,Low,3.0,Cat_6,4,1
A,467710,Female,No,37,Yes,Artist,9.0,Low,4.0,Cat_6,2,7
C,461559,Male,,52,Yes,Artist,0.0,Low,4.0,Cat_4,4,1
A,463227,Female,Yes,35,Yes,Engineer,1.0,Average,2.0,Cat_6,3,3
A,464779,Female,No,27,No,Engineer,1.0,Low,1.0,Cat_4,6,5
A,462883,Female,Yes,28,Yes,Artist,8.0,Low,4.0,Cat_6,3,3
D,459018,Male,Yes,85,No,Executive,1.0,High,2.0,Cat_6,1,6
B,459464,Male,No,29,Yes,Artist,,Low,2.0,Cat_6,7,8
C,466774,Male,Yes,78,Yes,Lawyer,0.0,Low,2.0,Cat_6,4,1
B,459920,Female,Yes,51,Yes,Artist,6.0,High,2.0,Cat_4,3,3
D,467906,Female,No,33,No,Healthcare,0.0,Low,5.0,Cat_1,6,5
D,460386,Male,Yes,29,Yes,Healthcare,0.0,Low,2.0,Cat_6,4,1
D,467069,Female,No,29,No,Healthcare,0.0,Low,3.0,Cat_6,6,5
C,465025,Male,Yes,73,Yes,Executive,0.0,High,2.0,Cat_6,4,1
D,466984,Female,No,43,Yes,Homemaker,9.0,Low,,Cat_6,2,7
D,462650,Female,No,33,No,Entertainment,8.0,Low,5.0,Cat_4,6,5
D,459510,Female,No,23,No,Healthcare,0.0,Low,3.0,Cat_6,6,5
B,466229,Male,Yes,56,Yes,Executive,0.0,High,1.0,Cat_6,4,1
A,466856,Female,Yes,65,No,Engineer,1.0,Average,3.0,Cat_6,8,2
B,461623,Female,Yes,41,Yes,Artist,11.0,Average,2.0,Cat_6,3,3
